Level,Type,Flow,Year,Source,Item,Amount
Union,supplementary,expenditure,2013,General Expenditure,Border Affairs,1130.248
Union,supplementary,expenditure,2013,General Expenditure,Foreign Affairs,4699.391
Union,supplementary,expenditure,2013,General Expenditure,Information,109.502
Union,supplementary,expenditure,2013,General Expenditure,Culture,571.141
Union,supplementary,expenditure,2013,General Expenditure,Agriculture and Irrigation,6932.574
Union,supplementary,expenditure,2013,General Expenditure,Religious Affairs,93.688
Union,supplementary,expenditure,2013,General Expenditure,Co-operative,191.983
Union,supplementary,expenditure,2013,General Expenditure,Rail Transportation,77.995
Union,supplementary,expenditure,2013,General Expenditure,Construction,506.882
Union,supplementary,expenditure,2013,General Expenditure,Finance and Revenue,7272.503
Union,supplementary,expenditure,2013,General Expenditure,Electric Power,1557.025
Union,supplementary,expenditure,2013,General Expenditure,National Planning and Economic Development,854.31
Union,supplementary,expenditure,2013,General Expenditure,"Labour, Employment and Social Security ",66.95
Union,supplementary,expenditure,2013,General Expenditure,"Social Welfare, Relief and Resettlement",1102.58
Union,supplementary,expenditure,2013,General Expenditure,Transportation,110.476
Union,supplementary,expenditure,2013,General Expenditure,"Communications, Posts And Telegraphs",4.664
Union,supplementary,expenditure,2013,General Expenditure,Energy,11.686
Union,supplementary,expenditure,2013,General Expenditure,Immigration and Populations,577.166
Union,supplementary,expenditure,2013,General Expenditure,Science and Technology,305.935
Union,supplementary,expenditure,2013,General Expenditure,Environmental Conservation and Forestry,150.73
Union,supplementary,expenditure,2013,General Expenditure,Commerce,264.764
Union,supplementary,expenditure,2013,General Expenditure,Hotel and Tourism,44.007
Union,supplementary,expenditure,2013,General Expenditure,Sports,5161.728
Union,supplementary,expenditure,2013,General Expenditure,Education,3746.492
Union,supplementary,expenditure,2013,General Expenditure,Health,1425.082
Union,supplementary,expenditure,2013,General Expenditure,President,90.975
Union,supplementary,expenditure,2013,General Expenditure,Union Government,120
Union,supplementary,expenditure,2013,General Expenditure,Union Attorney General,85.11
Union,supplementary,expenditure,2013,General Expenditure,Union Auditor General,78.594
Union,supplementary,expenditure,2013,General Expenditure,Union Election Commission,79.743
Union,supplementary,expenditure,2013,General Expenditure,Union Civil Service Board,252.237
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Information,2715.067
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Co-operative,14.598
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Industry,18684.217
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Rail Transportation,252.892
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Mines,51021.427
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Construction,41605.806
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Finance and Revenue,223327.828
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Transportation,15409.887
Union,supplementary,expenditure,2013,General Expenditure,"SEEs under the Ministry of Communications, Posts and Telegraphs",586.493
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Energy,395908.123
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Environmental Conservation and Forestry,172366.947
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Industry No. (2),17501.282
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Economic and Trade,72.833
Union,supplementary,expenditure,2013,General Expenditure,SEEs under the Ministry of Hotels and Tourism,409.349
Union,supplementary,expenditure,2013,General Expenditure,Garrison City,104.798
Union,supplementary,expenditure,2013,General Expenditure,NPT,676.824
Union,supplementary,expenditure,2014,General Expenditure,Home Affairs,11334.172
Union,supplementary,expenditure,2014,General Expenditure,Border Affairs,1143.336
Union,supplementary,expenditure,2014,General Expenditure,Foreign Affairs,1659.444
Union,supplementary,expenditure,2014,General Expenditure,Information,6.464
Union,supplementary,expenditure,2014,General Expenditure,Religious Affairs,122.707
Union,supplementary,expenditure,2014,General Expenditure,Co-operative,46.413
Union,supplementary,expenditure,2014,General Expenditure,Agriculture and Irrigation,3006.343
Union,supplementary,expenditure,2014,General Expenditure,Livestock and Fisheries,6809.297
Union,supplementary,expenditure,2014,General Expenditure,Communication and Information Technology,20.252
Union,supplementary,expenditure,2014,General Expenditure,Transportation,163.045
Union,supplementary,expenditure,2014,General Expenditure,Environmental Conservation and Forestry,255.51
Union,supplementary,expenditure,2014,General Expenditure,Immigration and Populations,124.788
Union,supplementary,expenditure,2014,General Expenditure,Energy,26.605
Union,supplementary,expenditure,2014,General Expenditure,Industry,74.364
Union,supplementary,expenditure,2014,General Expenditure,Commerce ,2096.133
Union,supplementary,expenditure,2014,General Expenditure,Sports,3.9
Union,supplementary,expenditure,2014,General Expenditure,Education,1463.24
Union,supplementary,expenditure,2014,General Expenditure,Health,3959.723
Union,supplementary,expenditure,2014,General Expenditure,Mines,33.21
Union,supplementary,expenditure,2014,General Expenditure,Culture,661.415
Union,supplementary,expenditure,2014,General Expenditure,Finance and Revenue,107.02
Union,supplementary,expenditure,2014,General Expenditure,National Planning and Economic Development,424.583
Union,supplementary,expenditure,2014,General Expenditure,"Labour, Employment and Social Security ",27.904
Union,supplementary,expenditure,2014,General Expenditure,Rail Transportation,59.834
Union,supplementary,expenditure,2014,General Expenditure,"Social Welfare, Relief and Resettlement",718.825
Union,supplementary,expenditure,2014,General Expenditure,Science and Technology,699.905
Union,supplementary,expenditure,2014,General Expenditure,Hotel and Tourism,22.967
Union,supplementary,expenditure,2014,General Expenditure,President,1636.047
Union,supplementary,expenditure,2014,General Expenditure,Union Attorney General,51.825
Union,supplementary,expenditure,2014,General Expenditure,Union Auditor General,190.445
Union,supplementary,expenditure,2014,General Expenditure,Union Election Commission,337.068
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Information,3615.464
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Agriculture and Irrigation,18556.898
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Co-operative,39.867
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Industry,18147.433
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Rail Transportation,17613.113
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Mines,1696.605
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Construction,4.719
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Finance and Revenue,65748.005
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Electricity Power,84960.417
Union,supplementary,expenditure,2014,General Expenditure,SEEs under the Ministry of Energy,143105.56
Union,supplementary,expenditure,2014,General Expenditure,Garrison City,17.148
Union,supplementary,expenditure,2014,General Expenditure,NPT,0
Union,supplementary,expenditure,2015,General Expenditure,Home Affairs,2110.418
Union,supplementary,expenditure,2015,General Expenditure,Defence,71019.204
Union,supplementary,expenditure,2015,General Expenditure,Border Affairs,1377.738
Union,supplementary,expenditure,2015,General Expenditure,Foreign Affairs,1752.176
Union,supplementary,expenditure,2015,General Expenditure,Information,8.239
Union,supplementary,expenditure,2015,General Expenditure,Religious Affairs,181.618
Union,supplementary,expenditure,2015,General Expenditure,Co-operative,72.514
Union,supplementary,expenditure,2015,General Expenditure,Agriculture and Irrigation,2548.045
Union,supplementary,expenditure,2015,General Expenditure,Livestock and Fisheries,1635.619
Union,supplementary,expenditure,2015,General Expenditure,Transportation,619.249
Union,supplementary,expenditure,2015,General Expenditure,Environmental Conservation and Forestry,832.616
Union,supplementary,expenditure,2015,General Expenditure,Immigration and Populations,1310.852
Union,supplementary,expenditure,2015,General Expenditure,Energy,13.056
Union,supplementary,expenditure,2015,General Expenditure,Commerce,260.082
Union,supplementary,expenditure,2015,General Expenditure,Sports,2297.814
Union,supplementary,expenditure,2015,General Expenditure,Education,13842.135
Union,supplementary,expenditure,2015,General Expenditure,Health,20220.082
Union,supplementary,expenditure,2015,General Expenditure,Mines,19.403
Union,supplementary,expenditure,2015,General Expenditure,Culture,347.335
Union,supplementary,expenditure,2015,General Expenditure,Finance and Revenue,1277.697
Union,supplementary,expenditure,2015,General Expenditure,National Planning and Economic Development,214.852
Union,supplementary,expenditure,2015,General Expenditure,"Labour, Employment and Social Security ",409.29
Union,supplementary,expenditure,2015,General Expenditure,Rail Transportation,157.859
Union,supplementary,expenditure,2015,General Expenditure,"Social Welfare, Relief and Resettlement",903.902
Union,supplementary,expenditure,2015,General Expenditure,Science and Technology,374.828
Union,supplementary,expenditure,2015,General Expenditure,Hotel and Tourism,35.147
Union,supplementary,expenditure,2015,General Expenditure,Union Government,84.401
Union,supplementary,expenditure,2015,General Expenditure,Union Parliament,432.18
Union,supplementary,expenditure,2015,General Expenditure,Union Supreme Court,214.8
Union,supplementary,expenditure,2015,General Expenditure,Union Attorney General,213.135
Union,supplementary,expenditure,2015,General Expenditure,Union Auditor General,92.238
Union,supplementary,expenditure,2015,General Expenditure,Union Civil Service Board,302.415
Union,supplementary,expenditure,2015,General Expenditure,SEEs under the Ministry of Information,160.096
